Area_Code,Area,Item_Code,Item,Year,Unit,Value_Yield
36,Australia,1312,Bananas,1971,kg/ha,14091.3
36,Australia,1312,Bananas,1972,kg/ha,14161.3
36,Australia,1312,Bananas,1973,kg/ha,12172.7
36,Australia,1312,Bananas,1974,kg/ha,13101.8
36,Australia,1312,Bananas,1975,kg/ha,13720.7
36,Australia,1312,Bananas,1976,kg/ha,15015.7
36,Australia,1312,Bananas,1977,kg/ha,17227.4
36,Australia,1312,Bananas,1978,kg/ha,15908.9
36,Australia,1312,Bananas,1979,kg/ha,16448.4
36,Australia,1312,Bananas,1980,kg/ha,17600.6
36,Australia,1312,Bananas,1981,kg/ha,16354.2
36,Australia,1312,Bananas,1982,kg/ha,17115.6
36,Australia,1312,Bananas,1983,kg/ha,17909.4
36,Australia,1312,Bananas,1984,kg/ha,18012.4
36,Australia,1312,Bananas,1985,kg/ha,18484.9
36,Australia,1312,Bananas,1986,kg/ha,17332.7
36,Australia,1312,Bananas,1987,kg/ha,20301.2
36,Australia,1312,Bananas,1988,kg/ha,20095.0
36,Australia,1312,Bananas,1989,kg/ha,24652.1
36,Australia,1312,Bananas,1990,kg/ha,22752.4
36,Australia,1312,Bananas,1991,kg/ha,20730.6
36,Australia,1312,Bananas,1992,kg/ha,21682.3
36,Australia,1312,Bananas,1993,kg/ha,24712.1
36,Australia,1312,Bananas,1994,kg/ha,25036.8
36,Australia,1312,Bananas,1995,kg/ha,25130.1
36,Australia,1312,Bananas,1996,kg/ha,24743.8
36,Australia,1312,Bananas,1997,kg/ha,20813.5
36,Australia,1312,Bananas,1998,kg/ha,21278.6
36,Australia,1312,Bananas,1999,kg/ha,19742.8
36,Australia,1312,Bananas,2000,kg/ha,19117.8
36,Australia,1312,Bananas,2001,kg/ha,30534.9
36,Australia,1312,Bananas,2002,kg/ha,24899.8
36,Australia,1312,Bananas,2003,kg/ha,24840.2
36,Australia,1312,Bananas,2004,kg/ha,23684.5
36,Australia,1312,Bananas,2005,kg/ha,25631.7
36,Australia,1312,Bananas,2006,kg/ha,16778.7
36,Australia,1312,Bananas,2007,kg/ha,18281.0
36,Australia,1312,Bananas,2008,kg/ha,21015.0
36,Australia,1312,Bananas,2009,kg/ha,22547.8
36,Australia,1312,Bananas,2010,kg/ha,26178.0
36,Australia,1312,Bananas,2011,kg/ha,18109.2
36,Australia,1312,Bananas,2012,kg/ha,21157.0
36,Australia,1312,Bananas,2013,kg/ha,23233.9
36,Australia,1312,Bananas,2014,kg/ha,21057.0
36,Australia,1312,Bananas,2015,kg/ha,21379.7
36,Australia,1312,Bananas,2016,kg/ha,21324.4
36,Australia,1312,Bananas,2017,kg/ha,29454.0
36,Australia,1312,Bananas,2018,kg/ha,29969.6
36,Australia,1312,Bananas,2019,kg/ha,28293.6
36,Australia,1312,Bananas,2020,kg/ha,30393.3
36,Australia,1312,Bananas,2021,kg/ha,29143.3
36,Australia,1312,Bananas,2022,kg/ha,30751.0
36,Australia,1312,Bananas,2023,kg/ha,29500.9
36,Australia,1355.01,Blueberries,2001,kg/ha,4858.5
36,Australia,1355.01,Blueberries,2002,kg/ha,4344.8
36,Australia,1355.01,Blueberries,2003,kg/ha,4012.5
36,Australia,1355.01,Blueberries,2004,kg/ha,4198.9
36,Australia,1355.01,Blueberries,2005,kg/ha,3479.3
36,Australia,1355.01,Blueberries,2006,kg/ha,4234.0
36,Australia,1355.01,Blueberries,2007,kg/ha,3788.3
36,Australia,1355.01,Blueberries,2008,kg/ha,3881.3
36,Australia,1355.01,Blueberries,2009,kg/ha,3790.9
36,Australia,1355.01,Blueberries,2010,kg/ha,3922.0
36,Australia,1355.01,Blueberries,2011,kg/ha,3971.3
36,Australia,1355.01,Blueberries,2012,kg/ha,3936.8
36,Australia,1355.01,Blueberries,2013,kg/ha,3943.4
36,Australia,1355.01,Blueberries,2014,kg/ha,3949.9
36,Australia,1355.01,Blueberries,2015,kg/ha,3959.8
36,Australia,1355.01,Blueberries,2016,kg/ha,3937.0
36,Australia,1355.01,Blueberries,2017,kg/ha,3937.8
36,Australia,1355.01,Blueberries,2018,kg/ha,3938.8
36,Australia,1355.01,Blueberries,2019,kg/ha,3897.2
36,Australia,1355.01,Blueberries,2020,kg/ha,3895.3
36,Australia,1355.01,Blueberries,2021,kg/ha,3915.5
36,Australia,1355.01,Blueberries,2022,kg/ha,3913.3
36,Australia,1355.01,Blueberries,2023,kg/ha,3911.1
36,Australia,1212,Cabbages,1961,kg/ha,26287.6
36,Australia,1212,Cabbages,1962,kg/ha,26855.5
36,Australia,1212,Cabbages,1963,kg/ha,26829.9
36,Australia,1212,Cabbages,1964,kg/ha,27777.7
36,Australia,1212,Cabbages,1965,kg/ha,29341.7
36,Australia,1212,Cabbages,1966,kg/ha,30875.1
36,Australia,1212,Cabbages,1967,kg/ha,29126.7
36,Australia,1212,Cabbages,1968,kg/ha,28499.0
36,Australia,1212,Cabbages,1969,kg/ha,27054.2
36,Australia,1212,Cabbages,1970,kg/ha,26713.2
36,Australia,1212,Cabbages,1971,kg/ha,27915.3
36,Australia,1212,Cabbages,1972,kg/ha,26851.0
36,Australia,1212,Cabbages,1973,kg/ha,25468.1
36,Australia,1212,Cabbages,1974,kg/ha,29199.1
36,Australia,1212,Cabbages,1975,kg/ha,27022.8
36,Australia,1212,Cabbages,1976,kg/ha,26726.4
36,Australia,1212,Cabbages,1977,kg/ha,27413.8
36,Australia,1212,Cabbages,1978,kg/ha,41774.3
36,Australia,1212,Cabbages,1979,kg/ha,26507.7
36,Australia,1212,Cabbages,1980,kg/ha,31682.1
36,Australia,1212,Cabbages,1981,kg/ha,28290.7
36,Australia,1212,Cabbages,1982,kg/ha,25206.9
36,Australia,1212,Cabbages,1983,kg/ha,26566.7
36,Australia,1212,Cabbages,1984,kg/ha,27325.1
36,Australia,1212,Cabbages,1985,kg/ha,28608.8
36,Australia,1212,Cabbages,1986,kg/ha,28693.1
36,Australia,1212,Cabbages,1987,kg/ha,29047.3
36,Australia,1212,Cabbages,1988,kg/ha,36433.5
36,Australia,1212,Cabbages,1989,kg/ha,31982.9
36,Australia,1212,Cabbages,1990,kg/ha,30878.4
36,Australia,1212,Cabbages,1991,kg/ha,32216.3
36,Australia,1212,Cabbages,1992,kg/ha,30459.3
36,Australia,1212,Cabbages,1993,kg/ha,32153.0
36,Australia,1212,Cabbages,1994,kg/ha,33576.6
36,Australia,1212,Cabbages,1995,kg/ha,31967.6
36,Australia,1212,Cabbages,1996,kg/ha,30570.8
36,Australia,1212,Cabbages,1997,kg/ha,30669.6
36,Australia,1212,Cabbages,1998,kg/ha,30908.8
36,Australia,1212,Cabbages,1999,kg/ha,35410.5
36,Australia,1212,Cabbages,2000,kg/ha,38354.6
36,Australia,1212,Cabbages,2001,kg/ha,34678.2
36,Australia,1212,Cabbages,2002,kg/ha,33193.3
36,Australia,1212,Cabbages,2003,kg/ha,33502.4
36,Australia,1212,Cabbages,2004,kg/ha,33793.9
36,Australia,1212,Cabbages,2005,kg/ha,37142.9
36,Australia,1212,Cabbages,2006,kg/ha,30180.2
36,Australia,1212,Cabbages,2007,kg/ha,30365.8
36,Australia,1212,Cabbages,2008,kg/ha,37891.9
36,Australia,1212,Cabbages,2009,kg/ha,29575.7
36,Australia,1212,Cabbages,2010,kg/ha,31167.2
36,Australia,1212,Cabbages,2011,kg/ha,30612.5
36,Australia,1212,Cabbages,2012,kg/ha,30219.8
36,Australia,1212,Cabbages,2013,kg/ha,29513.6
36,Australia,1212,Cabbages,2014,kg/ha,21568.0
36,Australia,1212,Cabbages,2015,kg/ha,30929.3
36,Australia,1212,Cabbages,2016,kg/ha,37345.3
36,Australia,1212,Cabbages,2017,kg/ha,35386.1
36,Australia,1212,Cabbages,2018,kg/ha,33253.5
36,Australia,1212,Cabbages,2019,kg/ha,32055.3
36,Australia,1212,Cabbages,2020,kg/ha,34668.4
36,Australia,1212,Cabbages,2021,kg/ha,28287.0
36,Australia,1212,Cabbages,2022,kg/ha,30027.6
36,Australia,1212,Cabbages,2023,kg/ha,31718.4
36,Australia,1344.02,Cherries,1961,kg/ha,5917.1
36,Australia,1344.02,Cherries,1962,kg/ha,5917.1
36,Australia,1344.02,Cherries,1963,kg/ha,4756.8
36,Australia,1344.02,Cherries,1964,kg/ha,5620.2
36,Australia,1344.02,Cherries,1965,kg/ha,5591.1
36,Australia,1344.02,Cherries,1966,kg/ha,5836.7
36,Australia,1344.02,Cherries,1967,kg/ha,4149.2
36,Australia,1344.02,Cherries,1968,kg/ha,5260.7
36,Australia,1344.02,Cherries,1969,kg/ha,4772.5
36,Australia,1344.02,Cherries,1970,kg/ha,4890.7
36,Australia,1344.02,Cherries,1971,kg/ha,5680.3
36,Australia,1344.02,Cherries,1972,kg/ha,6476.9
36,Australia,1344.02,Cherries,1973,kg/ha,6424.4
36,Australia,1344.02,Cherries,1974,kg/ha,5901.9
36,Australia,1344.02,Cherries,1975,kg/ha,7388.7
36,Australia,1344.02,Cherries,1976,kg/ha,7139.0
36,Australia,1344.02,Cherries,1977,kg/ha,5184.5
36,Australia,1344.02,Cherries,1978,kg/ha,5810.4
36,Australia,1344.02,Cherries,1979,kg/ha,5534.4
36,Australia,1344.02,Cherries,1980,kg/ha,4148.9
36,Australia,1344.02,Cherries,1981,kg/ha,5484.0
36,Australia,1344.02,Cherries,1982,kg/ha,4616.1
36,Australia,1344.02,Cherries,1983,kg/ha,3671.1
36,Australia,1344.02,Cherries,1984,kg/ha,2988.8
36,Australia,1344.02,Cherries,1985,kg/ha,3216.8
36,Australia,1344.02,Cherries,1986,kg/ha,3209.8
36,Australia,1344.02,Cherries,1987,kg/ha,3063.6
36,Australia,1344.02,Cherries,1988,kg/ha,2985.0
36,Australia,1344.02,Cherries,1989,kg/ha,2520.1
36,Australia,1344.02,Cherries,1990,kg/ha,2737.2
36,Australia,1344.02,Cherries,1991,kg/ha,3641.7
36,Australia,1344.02,Cherries,1992,kg/ha,3174.0
36,Australia,1344.02,Cherries,1993,kg/ha,3317.8
36,Australia,1344.02,Cherries,1994,kg/ha,4169.4
36,Australia,1344.02,Cherries,1995,kg/ha,3732.0
36,Australia,1344.02,Cherries,1996,kg/ha,3075.9
36,Australia,1344.02,Cherries,1997,kg/ha,4229.7
36,Australia,1344.02,Cherries,1998,kg/ha,4233.3
36,Australia,1344.02,Cherries,1999,kg/ha,4239.4
36,Australia,1344.02,Cherries,2000,kg/ha,4228.3
36,Australia,1344.02,Cherries,2001,kg/ha,6379.7
36,Australia,1344.02,Cherries,2002,kg/ha,5077.3
36,Australia,1344.02,Cherries,2003,kg/ha,5733.3
36,Australia,1344.02,Cherries,2004,kg/ha,4969.0
36,Australia,1344.02,Cherries,2005,kg/ha,5059.9
36,Australia,1344.02,Cherries,2006,kg/ha,6114.4
36,Australia,1344.02,Cherries,2007,kg/ha,5405.6
36,Australia,1344.02,Cherries,2008,kg/ha,5657.8
36,Australia,1344.02,Cherries,2009,kg/ha,5719.6
36,Australia,1344.02,Cherries,2010,kg/ha,5905.2
36,Australia,1344.02,Cherries,2011,kg/ha,6104.3
36,Australia,1344.02,Cherries,2012,kg/ha,5974.3
36,Australia,1344.02,Cherries,2013,kg/ha,6061.3
36,Australia,1344.02,Cherries,2014,kg/ha,6260.4
36,Australia,1344.02,Cherries,2015,kg/ha,6469.0
36,Australia,1344.02,Cherries,2016,kg/ha,6521.4
36,Australia,1344.02,Cherries,2017,kg/ha,6630.2
36,Australia,1344.02,Cherries,2018,kg/ha,6736.4
36,Australia,1344.02,Cherries,2019,kg/ha,6853.0
36,Australia,1344.02,Cherries,2020,kg/ha,7010.1
36,Australia,1344.02,Cherries,2021,kg/ha,6997.8
36,Australia,1344.02,Cherries,2022,kg/ha,7089.5
36,Australia,1344.02,Cherries,2023,kg/ha,7178.1
36,Australia,1330,Grapes,1961,kg/ha,10854.1
36,Australia,1330,Grapes,1962,kg/ha,12910.4
36,Australia,1330,Grapes,1963,kg/ha,9703.2
36,Australia,1330,Grapes,1964,kg/ha,13267.8
36,Australia,1330,Grapes,1965,kg/ha,13619.1
36,Australia,1330,Grapes,1966,kg/ha,11488.4
36,Australia,1330,Grapes,1967,kg/ha,13493.4
36,Australia,1330,Grapes,1968,kg/ha,12343.6
36,Australia,1330,Grapes,1969,kg/ha,10734.4
36,Australia,1330,Grapes,1970,kg/ha,14558.5
36,Australia,1330,Grapes,1971,kg/ha,10258.5
36,Australia,1330,Grapes,1972,kg/ha,14559.1
36,Australia,1330,Grapes,1973,kg/ha,10103.9
36,Australia,1330,Grapes,1974,kg/ha,8835.2
36,Australia,1330,Grapes,1975,kg/ha,11363.5
36,Australia,1330,Grapes,1976,kg/ha,11228.7
36,Australia,1330,Grapes,1977,kg/ha,11304.7
36,Australia,1330,Grapes,1978,kg/ha,10686.1
36,Australia,1330,Grapes,1979,kg/ha,10887.5
36,Australia,1330,Grapes,1980,kg/ha,13271.5
36,Australia,1330,Grapes,1981,kg/ha,11490.0
36,Australia,1330,Grapes,1982,kg/ha,13892.0
36,Australia,1330,Grapes,1983,kg/ha,12408.2
36,Australia,1330,Grapes,1984,kg/ha,13967.9
36,Australia,1330,Grapes,1985,kg/ha,14830.8
36,Australia,1330,Grapes,1986,kg/ha,15139.6
36,Australia,1330,Grapes,1987,kg/ha,14526.9
36,Australia,1330,Grapes,1988,kg/ha,14886.0
36,Australia,1330,Grapes,1989,kg/ha,15978.2
36,Australia,1330,Grapes,1990,kg/ha,15288.4
36,Australia,1330,Grapes,1991,kg/ha,15628.2
36,Australia,1330,Grapes,1992,kg/ha,17511.5
36,Australia,1330,Grapes,1993,kg/ha,13555.4
36,Australia,1330,Grapes,1994,kg/ha,14986.6
36,Australia,1330,Grapes,1995,kg/ha,12310.3
36,Australia,1330,Grapes,1996,kg/ha,16752.1
36,Australia,1330,Grapes,1997,kg/ha,13077.2
36,Australia,1330,Grapes,1998,kg/ha,14242.2
36,Australia,1330,Grapes,1999,kg/ha,13279.4
36,Australia,1330,Grapes,2000,kg/ha,11854.5
36,Australia,1330,Grapes,2001,kg/ha,12349.7
36,Australia,1330,Grapes,2002,kg/ha,13638.4
36,Australia,1330,Grapes,2003,kg/ha,10483.3
36,Australia,1330,Grapes,2004,kg/ha,13978.0
36,Australia,1330,Grapes,2005,kg/ha,13707.9
36,Australia,1330,Grapes,2006,kg/ha,10794.7
36,Australia,1330,Grapes,2007,kg/ha,8599.6
36,Australia,1330,Grapes,2008,kg/ha,10636.9
36,Australia,1330,Grapes,2009,kg/ha,10806.6
36,Australia,1330,Grapes,2010,kg/ha,10283.9
36,Australia,1330,Grapes,2011,kg/ha,10498.6
36,Australia,1330,Grapes,2012,kg/ha,11156.5
36,Australia,1330,Grapes,2013,kg/ha,12034.3
36,Australia,1330,Grapes,2014,kg/ha,11296.8
36,Australia,1330,Grapes,2015,kg/ha,11674.0
36,Australia,1330,Grapes,2016,kg/ha,13010.3
36,Australia,1330,Grapes,2017,kg/ha,13323.6
36,Australia,1330,Grapes,2018,kg/ha,12274.2
36,Australia,1330,Grapes,2019,kg/ha,12144.9
36,Australia,1330,Grapes,2020,kg/ha,11343.9
36,Australia,1330,Grapes,2021,kg/ha,14018.6
36,Australia,1330,Grapes,2022,kg/ha,12758.4
36,Australia,1330,Grapes,2023,kg/ha,12516.2
36,Australia,117,Oats,1961,kg/ha,798.2
36,Australia,117,Oats,1962,kg/ha,937.1
36,Australia,117,Oats,1963,kg/ha,901.9
36,Australia,117,Oats,1964,kg/ha,898.0
36,Australia,117,Oats,1965,kg/ha,722.8
36,Australia,117,Oats,1966,kg/ha,1127.7
36,Australia,117,Oats,1967,kg/ha,525.7
36,Australia,117,Oats,1968,kg/ha,1091.4
36,Australia,117,Oats,1969,kg/ha,907.0
36,Australia,117,Oats,1970,kg/ha,1038.5
36,Australia,117,Oats,1971,kg/ha,1027.7
36,Australia,117,Oats,1972,kg/ha,739.7
36,Australia,117,Oats,1973,kg/ha,936.4
36,Australia,117,Oats,1974,kg/ha,974.9
36,Australia,117,Oats,1975,kg/ha,1154.9
36,Australia,117,Oats,1976,kg/ha,1076.8
36,Australia,117,Oats,1977,kg/ha,920.5
36,Australia,117,Oats,1978,kg/ha,1297.4
36,Australia,117,Oats,1979,kg/ha,1256.4
36,Australia,117,Oats,1980,kg/ha,1032.7
36,Australia,117,Oats,1981,kg/ha,1165.1
36,Australia,117,Oats,1982,kg/ha,699.7
36,Australia,117,Oats,1983,kg/ha,1295.7
36,Australia,117,Oats,1984,kg/ha,1313.6
36,Australia,117,Oats,1985,kg/ha,1244.5
36,Australia,117,Oats,1986,kg/ha,1384.9
36,Australia,117,Oats,1987,kg/ha,1331.0
36,Australia,117,Oats,1988,kg/ha,1403.7
36,Australia,117,Oats,1989,kg/ha,1506.7
36,Australia,117,Oats,1990,kg/ha,1465.9
36,Australia,117,Oats,1991,kg/ha,1465.9
36,Australia,117,Oats,1992,kg/ha,1456.7
36,Australia,117,Oats,1993,kg/ha,1685.3
36,Australia,117,Oats,1994,kg/ha,1739.2
36,Australia,117,Oats,1995,kg/ha,1030.1
36,Australia,117,Oats,1996,kg/ha,1650.5
36,Australia,117,Oats,1997,kg/ha,1571.3
36,Australia,117,Oats,1998,kg/ha,1743.9
36,Australia,117,Oats,1999,kg/ha,1978.0
36,Australia,117,Oats,2000,kg/ha,1914.4
36,Australia,117,Oats,2001,kg/ha,1613.9
36,Australia,117,Oats,2002,kg/ha,1828.4
36,Australia,117,Oats,2003,kg/ha,1050.1
36,Australia,117,Oats,2004,kg/ha,1852.7
36,Australia,117,Oats,2005,kg/ha,1435.2
36,Australia,117,Oats,2006,kg/ha,1814.5
36,Australia,117,Oats,2007,kg/ha,746.3
36,Australia,117,Oats,2008,kg/ha,1213.7
36,Australia,117,Oats,2009,kg/ha,1332.9
36,Australia,117,Oats,2010,kg/ha,1366.5
36,Australia,117,Oats,2011,kg/ha,1365.2
36,Australia,117,Oats,2012,kg/ha,1726.1
36,Australia,117,Oats,2013,kg/ha,1538.8
36,Australia,117,Oats,2014,kg/ha,1755.5
36,Australia,117,Oats,2015,kg/ha,1402.1
36,Australia,117,Oats,2016,kg/ha,1582.1
36,Australia,117,Oats,2017,kg/ha,2204.1
36,Australia,117,Oats,2018,kg/ha,1404.6
36,Australia,117,Oats,2019,kg/ha,1209.4
36,Australia,117,Oats,2020,kg/ha,1400.7
36,Australia,117,Oats,2021,kg/ha,1774.0
36,Australia,117,Oats,2022,kg/ha,2059.5
36,Australia,117,Oats,2023,kg/ha,1686.6
36,Australia,1450,Olives,1961,kg/ha,992.6
36,Australia,1450,Olives,1962,kg/ha,941.1
36,Australia,1450,Olives,1963,kg/ha,1010.5
36,Australia,1450,Olives,1964,kg/ha,1495.4
36,Australia,1450,Olives,1965,kg/ha,954.0
36,Australia,1450,Olives,1966,kg/ha,1590.3
36,Australia,1450,Olives,1967,kg/ha,1524.4
36,Australia,1450,Olives,1968,kg/ha,1693.0
36,Australia,1450,Olives,1969,kg/ha,1774.5
36,Australia,1450,Olives,1970,kg/ha,1496.1
36,Australia,1450,Olives,1971,kg/ha,1735.4
36,Australia,1450,Olives,1972,kg/ha,1756.2
36,Australia,1450,Olives,1973,kg/ha,1925.4
36,Australia,1450,Olives,1974,kg/ha,1939.2
36,Australia,1450,Olives,1975,kg/ha,1649.2
36,Australia,1450,Olives,1976,kg/ha,2418.5
36,Australia,1450,Olives,1977,kg/ha,1320.7
36,Australia,1450,Olives,1978,kg/ha,2095.4
36,Australia,1450,Olives,1979,kg/ha,2142.9
36,Australia,1450,Olives,1980,kg/ha,1537.0
36,Australia,1450,Olives,1981,kg/ha,1024.7
36,Australia,1450,Olives,1982,kg/ha,1858.7
36,Australia,1450,Olives,1983,kg/ha,868.0
36,Australia,1450,Olives,1984,kg/ha,1843.8
36,Australia,1450,Olives,1985,kg/ha,1900.0
36,Australia,1450,Olives,1986,kg/ha,1605.0
36,Australia,1450,Olives,1987,kg/ha,972.0
36,Australia,1450,Olives,1988,kg/ha,1492.5
36,Australia,1450,Olives,1989,kg/ha,1307.5
36,Australia,1450,Olives,1990,kg/ha,1780.0
36,Australia,1450,Olives,1991,kg/ha,1710.0
36,Australia,1450,Olives,1992,kg/ha,1555.0
36,Australia,1450,Olives,1993,kg/ha,1562.1
36,Australia,1450,Olives,1994,kg/ha,1573.5
36,Australia,1450,Olives,1995,kg/ha,1575.4
36,Australia,1450,Olives,1996,kg/ha,1454.5
36,Australia,1450,Olives,1997,kg/ha,1426.7
36,Australia,1450,Olives,1998,kg/ha,1526.0
36,Australia,1450,Olives,1999,kg/ha,2003.3
36,Australia,1450,Olives,2000,kg/ha,1831.3
36,Australia,1450,Olives,2001,kg/ha,1630.0
36,Australia,1450,Olives,2002,kg/ha,1428.0
36,Australia,1450,Olives,2003,kg/ha,2127.3
36,Australia,1450,Olives,2004,kg/ha,2076.2
36,Australia,1450,Olives,2005,kg/ha,2094.6
36,Australia,1450,Olives,2006,kg/ha,2108.8
36,Australia,1450,Olives,2007,kg/ha,2115.7
36,Australia,1450,Olives,2008,kg/ha,2097.9
36,Australia,1450,Olives,2009,kg/ha,2088.5
36,Australia,1450,Olives,2010,kg/ha,2195.1
36,Australia,1450,Olives,2011,kg/ha,2167.7
36,Australia,1450,Olives,2012,kg/ha,2199.6
36,Australia,1450,Olives,2013,kg/ha,2229.3
36,Australia,1450,Olives,2014,kg/ha,2251.7
36,Australia,1450,Olives,2015,kg/ha,2300.8
36,Australia,1450,Olives,2016,kg/ha,2314.2
36,Australia,1450,Olives,2017,kg/ha,2330.8
